Quarter,OffTeam,Down,Distance,OffenseFormation,DefendersInTheBox,Week,StadiumType,Turf,GameWeather,Temperature,Humidity,WindSpeed,Type,DefTeam,Time Left in Quarter,Distance for TD,ScoreDifference,PosTeamHome,NumQB,NumRB,NumWR,NumTE,NumOL,NumDL,NumLB,NumDB,NumDOther
3,NYJ,2,10,SHOTGUN,7.0,2.0,Outdoor,Turf,Clear,80.0,63.0,4.0,pass,MIA,6.383333333333334,70,-14.0,1,1,1,3,1,5,4,2,5,0
3,NYJ,3,10,SHOTGUN,6.0,2.0,Outdoor,Turf,Clear,80.0,63.0,4.0,pass,MIA,6.25,70,-14.0,1,1,1,3,1,5,4,2,5,0
3,MIA,1,10,SHOTGUN,6.0,2.0,Outdoor,Turf,Clear,80.0,63.0,4.0,pass,NYJ,5.283333333333333,83,14.0,0,1,1,3,1,5,2,4,5,0
3,MIA,1,10,SHOTGUN,6.0,2.0,Outdoor,Turf,Clear,80.0,63.0,4.0,pass,NYJ,2.1666666666666665,55,14.0,0,1,1,3,1,5,3,3,5,0
3,NYJ,1,10,SINGLEBACK,7.0,2.0,Outdoor,Turf,Clear,80.0,63.0,4.0,pass,MIA,1.3333333333333333,59,-14.0,1,1,1,2,2,5,4,3,4,0
3,NYJ,1,10,SHOTGUN,6.0,2.0,Outdoor,Turf,Clear,80.0,63.0,4.0,pass,MIA,0.1,50,-14.0,1,1,1,3,1,5,4,2,5,0
4,NYJ,2,12,SINGLEBACK,6.0,2.0,Outdoor,Turf,Clear,80.0,63.0,4.0,pass,MIA,13.716666666666667,40,-14.0,1,1,1,2,2,5,4,3,4,0
4,NYJ,3,15,EMPTY,4.0,2.0,Outdoor,Turf,Clear,80.0,63.0,4.0,pass,MIA,12.966666666666667,43,-14.0,1,1,1,3,1,5,4,2,5,0
4,NYJ,2,19,SHOTGUN,6.0,2.0,Outdoor,Turf,Clear,80.0,63.0,4.0,pass,MIA,11.116666666666667,34,-14.0,1,1,1,3,1,5,4,2,5,0
4,NYJ,3,22,SHOTGUN,4.0,2.0,Outdoor,Turf,Clear,80.0,63.0,4.0,pass,MIA,10.316666666666666,37,-14.0,1,1,1,3,1,5,4,2,5,0
4,MIA,2,10,EMPTY,6.0,2.0,Outdoor,Turf,Clear,80.0,63.0,4.0,pass,NYJ,9.433333333333334,75,11.0,0,1,0,4,1,5,2,4,5,0
4,MIA,3,10,SHOTGUN,6.0,2.0,Outdoor,Turf,Clear,80.0,63.0,4.0,pass,NYJ,9.316666666666666,75,11.0,0,1,1,3,1,5,2,3,6,0
4,NYJ,2,8,SHOTGUN,6.0,2.0,Outdoor,Turf,Clear,80.0,63.0,4.0,pass,MIA,8.45,84,-11.0,1,1,1,3,1,5,4,2,5,0
4,NYJ,1,10,SHOTGUN,6.0,2.0,Outdoor,Turf,Clear,80.0,63.0,4.0,pass,MIA,7.916666666666667,73,-11.0,1,1,1,3,1,5,4,2,5,0
4,NYJ,2,7,SHOTGUN,6.0,2.0,Outdoor,Turf,Clear,80.0,63.0,4.0,pass,MIA,7.116666666666666,53,-11.0,1,1,1,3,1,5,4,2,5,0
4,NYJ,1,10,SHOTGUN,5.0,2.0,Outdoor,Turf,Clear,80.0,63.0,4.0,pass,MIA,6.716666666666667,46,-11.0,1,1,1,3,1,5,4,2,5,0
4,NYJ,1,10,SHOTGUN,5.0,2.0,Outdoor,Turf,Clear,80.0,63.0,4.0,pass,MIA,6.216666666666667,23,-11.0,1,1,1,3,1,5,4,2,5,0
4,NYJ,2,10,EMPTY,5.0,2.0,Outdoor,Turf,Clear,80.0,63.0,4.0,pass,MIA,6.15,23,-11.0,1,1,1,3,1,5,4,2,5,0
4,NYJ,3,10,SHOTGUN,5.0,2.0,Outdoor,Turf,Clear,80.0,63.0,4.0,pass,MIA,6.083333333333333,23,-11.0,1,1,1,3,1,5,4,2,5,0
4,MIA,3,19,SHOTGUN,7.0,2.0,Outdoor,Turf,Clear,80.0,63.0,4.0,pass,NYJ,3.6,45,8.0,0,1,1,3,1,5,3,3,5,0
1,LAC,3,3,SHOTGUN,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,13.533333333333333,68,0.0,0,1,1,3,1,5,3,3,5,0
1,BUF,3,7,SHOTGUN,5.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,11.533333333333333,83,0.0,1,1,1,3,1,5,2,2,7,0
1,LAC,1,10,SINGLEBACK,7.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,10.883333333333333,38,0.0,0,1,1,3,1,5,4,2,5,0
1,LAC,2,7,SHOTGUN,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,9.533333333333333,10,0.0,0,1,1,3,1,5,4,2,5,0
1,BUF,1,10,SINGLEBACK,7.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,9.333333333333334,75,-7.0,1,1,2,2,1,5,4,3,4,0
1,BUF,3,10,SHOTGUN,5.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,7.966666666666667,75,-7.0,1,1,1,3,1,5,3,1,7,0
1,LAC,1,10,SHOTGUN,7.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,7.7,61,7.0,0,1,1,3,1,5,3,3,5,0
1,LAC,3,12,SHOTGUN,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,5.116666666666666,37,7.0,0,1,1,3,1,5,3,3,5,0
1,BUF,1,10,SINGLEBACK,7.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,4.3,75,-14.0,1,1,1,2,2,5,4,3,4,0
1,BUF,2,5,PISTOL,7.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,2.5833333333333335,58,-14.0,1,1,1,2,2,5,4,3,4,0
1,BUF,1,10,SINGLEBACK,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,1.9833333333333334,47,-14.0,1,1,1,3,1,5,4,2,5,0
1,BUF,2,20,SHOTGUN,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,1.3833333333333333,57,-14.0,1,1,1,3,1,5,3,3,5,0
1,BUF,3,20,SHOTGUN,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,1.2833333333333332,57,-14.0,1,1,1,3,1,5,2,2,7,0
1,BUF,1,10,SINGLEBACK,7.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,1.1833333333333333,42,-14.0,1,1,1,2,2,5,4,3,4,0
2,BUF,2,10,SHOTGUN,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,15.0,21,-14.0,1,1,1,3,1,5,4,2,5,0
2,BUF,3,21,SHOTGUN,3.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,14.433333333333334,32,-14.0,1,1,1,3,1,5,3,1,7,0
2,LAC,1,10,I_FORM,8.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,12.883333333333333,53,11.0,0,1,2,1,2,5,4,3,4,0
2,LAC,2,5,SINGLEBACK,7.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,10.816666666666666,9,11.0,0,1,1,3,1,5,4,2,5,0
2,BUF,1,10,I_FORM,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,10.716666666666667,75,-18.0,1,1,1,3,1,5,4,2,5,0
2,LAC,1,10,SINGLEBACK,7.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,8.683333333333334,81,18.0,0,1,1,2,2,5,4,2,5,0
2,LAC,2,10,EMPTY,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,8.6,81,18.0,0,1,1,3,1,5,4,2,5,0
2,LAC,2,7,EMPTY,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,7.25,67,18.0,0,1,1,3,1,5,4,2,5,0
2,LAC,1,10,SINGLEBACK,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,6.633333333333333,59,18.0,0,1,1,2,2,5,4,2,5,0
2,LAC,1,10,SINGLEBACK,7.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,6.45,37,18.0,0,1,2,1,2,5,4,2,5,0
2,LAC,2,3,EMPTY,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,5.7,30,18.0,0,1,1,3,1,5,4,2,5,0
2,LAC,2,7,EMPTY,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,4.25,17,18.0,0,1,1,3,1,5,4,2,5,0
2,LAC,2,10,SINGLEBACK,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,2.8,10,18.0,0,1,1,3,1,5,4,2,5,0
2,LAC,3,2,SHOTGUN,7.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,2.0,2,18.0,0,1,1,3,1,5,4,2,5,0
2,BUF,1,10,SHOTGUN,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,1.9166666666666665,75,-25.0,1,1,1,3,1,5,3,2,6,0
2,BUF,2,10,SHOTGUN,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,1.8166666666666667,75,-25.0,1,1,1,3,1,5,3,2,6,0
2,BUF,1,10,SHOTGUN,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,1.2,18,-25.0,1,1,1,3,1,5,3,2,6,0
2,BUF,2,15,SHOTGUN,5.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,1.0833333333333333,23,-25.0,1,1,1,3,1,5,4,1,6,0
2,BUF,3,7,EMPTY,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,0.9833333333333333,15,-25.0,1,1,1,3,1,5,4,1,6,0
3,BUF,1,10,I_FORM,7.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,13.8,48,-22.0,1,1,2,2,1,5,3,4,4,0
3,LAC,1,10,SINGLEBACK,7.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,11.1,75,15.0,0,1,1,2,2,5,3,3,5,0
3,LAC,3,1,EMPTY,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,9.2,66,15.0,0,1,1,3,1,5,4,2,5,0
3,BUF,3,6,SHOTGUN,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,7.6,61,-15.0,1,1,1,3,1,5,4,1,6,0
3,BUF,1,10,SINGLEBACK,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,6.966666666666667,45,-15.0,1,1,1,3,1,5,4,2,5,0
3,BUF,2,16,SHOTGUN,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,6.316666666666666,51,-15.0,1,1,1,3,1,5,3,3,5,0
3,BUF,3,10,SHOTGUN,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,5.75,45,-15.0,1,1,1,3,1,5,4,1,6,0
3,LAC,1,10,SHOTGUN,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,5.55,88,15.0,0,1,1,3,1,5,3,3,5,0
3,LAC,3,7,SHOTGUN,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,4.683333333333334,85,15.0,0,1,1,4,0,5,3,3,5,0
3,BUF,1,10,SINGLEBACK,7.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,3.8833333333333333,42,-15.0,1,1,1,2,2,5,4,3,4,0
3,BUF,3,4,SHOTGUN,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,2.9,36,-15.0,1,1,1,3,1,5,4,1,6,0
3,LAC,2,10,SINGLEBACK,7.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,2.066666666666667,75,15.0,0,1,1,3,1,5,3,3,5,0
3,LAC,3,17,SHOTGUN,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,1.2666666666666666,82,15.0,0,1,1,4,0,5,3,3,5,0
4,BUF,1,10,SINGLEBACK,7.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,13.733333333333333,55,-15.0,1,1,1,1,2,6,4,3,4,0
4,BUF,2,9,SINGLEBACK,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,13.1,54,-15.0,1,1,1,2,1,6,4,2,5,0
4,BUF,3,9,SHOTGUN,5.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,13.0,54,-15.0,1,1,1,3,1,5,3,1,7,0
4,LAC,1,10,SHOTGUN,7.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,12.65,80,15.0,0,1,1,3,1,5,3,3,5,0
4,LAC,2,14,SINGLEBACK,7.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,11.383333333333333,66,15.0,0,1,2,2,1,5,3,3,5,0
4,LAC,2,7,EMPTY,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,9.95,47,15.0,0,1,1,3,1,5,4,2,5,0
4,LAC,3,9,SHOTGUN,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,8.283333333333333,39,15.0,0,1,1,4,0,5,3,3,5,0
4,BUF,1,11,SINGLEBACK,7.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,7.183333333333334,98,-15.0,1,1,1,1,2,6,4,3,4,0
4,LAC,2,9,SHOTGUN,7.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,6.366666666666666,15,15.0,0,1,1,3,1,5,4,2,5,0
4,LAC,3,4,SHOTGUN,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,5.733333333333333,10,15.0,0,1,1,3,1,5,3,3,5,0
4,LAC,3,5,SHOTGUN,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,BUF,3.95,5,15.0,0,1,1,3,1,5,4,2,5,0
4,BUF,2,4,SHOTGUN,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,3.4166666666666665,69,-18.0,1,1,1,3,1,5,4,1,6,0
4,BUF,3,4,SHOTGUN,5.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,3.3333333333333335,69,-18.0,1,1,1,3,1,5,4,1,6,0
4,BUF,1,10,SHOTGUN,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,2.966666666666667,62,-18.0,1,1,1,3,1,5,4,1,6,0
4,BUF,3,5,SHOTGUN,4.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,2.3666666666666667,57,-18.0,1,1,1,3,1,5,3,2,6,0
4,BUF,1,10,SHOTGUN,5.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,2.0166666666666666,51,-18.0,1,1,1,3,1,5,3,2,6,0
4,BUF,2,3,SHOTGUN,5.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,1.9166666666666665,44,-18.0,1,1,1,3,1,5,3,1,7,0
4,BUF,3,11,SHOTGUN,4.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,1.3666666666666667,52,-18.0,1,1,1,3,1,5,3,1,7,0
4,BUF,1,10,SHOTGUN,5.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,1.0,33,-18.0,1,1,1,3,1,5,3,1,7,0
4,BUF,2,10,SHOTGUN,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,0.9,33,-18.0,1,1,1,3,1,5,3,2,6,0
4,BUF,1,3,SHOTGUN,6.0,2.0,Outdoor,Turf,Cloudy,83.0,63.0,6.0,pass,LAC,0.7,3,-18.0,1,1,1,3,1,5,3,3,5,0
1,CAR,2,3,I_FORM,7.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,13.766666666666667,46,0.0,0,1,2,2,1,5,4,3,4,0
1,CAR,3,3,SHOTGUN,7.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,11.75,36,0.0,0,1,1,3,1,5,3,3,5,0
1,ATL,3,3,EMPTY,5.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,CAR,10.133333333333333,76,-3.0,1,1,0,4,1,5,4,2,5,0
1,ATL,2,10,SHOTGUN,7.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,CAR,8.866666666666667,67,-3.0,1,1,1,3,1,5,4,2,5,0
1,ATL,2,8,SINGLEBACK,8.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,CAR,7.116666666666666,29,-3.0,1,1,1,2,2,5,4,3,4,0
1,CAR,1,10,SHOTGUN,7.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,5.683333333333334,75,0.0,0,1,2,2,1,5,3,3,5,0
1,CAR,2,9,SHOTGUN,7.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,5.083333333333333,74,0.0,0,1,1,3,1,5,3,3,5,0
1,CAR,3,8,SHOTGUN,6.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,4.083333333333333,73,0.0,0,1,1,3,1,5,3,3,5,0
1,ATL,1,10,SINGLEBACK,8.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,CAR,3.1666666666666665,75,0.0,1,1,1,2,2,5,4,3,4,0
1,ATL,2,3,SINGLEBACK,8.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,CAR,2.5833333333333335,68,0.0,1,1,1,2,2,5,4,3,4,0
1,ATL,2,18,EMPTY,4.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,CAR,1.1166666666666667,71,0.0,1,1,0,4,1,5,4,2,5,0
1,ATL,3,11,SHOTGUN,4.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,CAR,0.4166666666666667,64,0.0,1,1,1,3,1,5,3,3,5,0
1,CAR,1,10,SINGLEBACK,7.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,0.16666666666666666,70,0.0,0,1,1,2,2,5,4,3,4,0
2,CAR,2,7,SHOTGUN,7.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,14.583333333333334,49,0.0,0,1,1,3,1,5,3,3,5,0
2,CAR,3,4,SHOTGUN,6.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,12.45,33,0.0,0,1,1,3,1,5,3,3,5,0
2,CAR,3,5,SHOTGUN,7.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,10.466666666666667,18,0.0,0,1,1,3,1,5,3,3,5,0
2,CAR,1,6,SINGLEBACK,7.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,9.7,6,0.0,0,1,1,3,1,5,3,3,5,0
2,CAR,3,5,SHOTGUN,7.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,8.833333333333334,5,0.0,0,1,1,3,1,5,3,3,5,0
2,ATL,2,7,SINGLEBACK,6.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,CAR,8.1,72,-7.0,1,1,1,3,1,5,4,2,5,0
2,ATL,1,10,SINGLEBACK,7.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,CAR,7.333333333333333,60,-7.0,1,1,1,3,1,5,4,2,5,0
2,ATL,1,10,SHOTGUN,6.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,CAR,6.533333333333333,24,-7.0,1,1,1,2,2,5,4,2,5,0
2,ATL,3,8,SHOTGUN,7.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,CAR,4.133333333333334,11,-7.0,1,1,1,3,1,5,3,3,5,0
2,CAR,2,10,SHOTGUN,7.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,3.033333333333333,75,0.0,0,1,1,2,2,5,4,3,4,0
2,CAR,1,10,SHOTGUN,6.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,2.5,64,0.0,0,1,1,3,1,5,3,3,5,0
2,CAR,2,10,SHOTGUN,6.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,2.4,64,0.0,0,1,1,2,2,5,3,3,5,0
2,CAR,3,15,SHOTGUN,4.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,2.0,69,0.0,0,1,1,3,1,5,3,3,5,0
2,ATL,2,6,SHOTGUN,5.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,CAR,1.2,81,0.0,1,1,1,3,1,5,3,3,5,0
2,ATL,1,10,SHOTGUN,6.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,CAR,1.0666666666666667,59,0.0,1,1,1,3,1,5,3,3,5,0
2,ATL,2,4,EMPTY,6.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,CAR,0.75,53,0.0,1,1,1,3,1,5,4,2,5,0
2,ATL,1,10,SHOTGUN,4.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,CAR,0.6666666666666666,46,0.0,1,1,1,3,1,5,4,2,5,0
2,ATL,1,10,SHOTGUN,5.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,CAR,0.5833333333333334,16,0.0,1,1,1,3,1,5,4,2,5,0
2,ATL,2,2,SHOTGUN,7.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,CAR,0.4666666666666667,8,0.0,1,1,1,3,1,5,4,2,5,0
2,CAR,1,10,SHOTGUN,4.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,0.26666666666666666,82,-7.0,0,1,1,3,1,5,3,3,5,0
3,ATL,1,10,SINGLEBACK,8.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,CAR,14.883333333333333,69,7.0,1,1,1,2,2,5,4,3,4,0
3,ATL,1,10,SINGLEBACK,8.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,CAR,14.333333333333334,39,7.0,1,1,1,2,2,5,4,3,4,0
3,CAR,2,6,EMPTY,4.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,13.566666666666666,94,-7.0,0,1,1,3,1,5,3,3,5,0
3,CAR,3,2,EMPTY,5.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,13.016666666666667,90,-7.0,0,1,1,3,1,5,3,3,5,0
3,ATL,3,12,EMPTY,7.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,CAR,12.016666666666667,60,7.0,1,1,1,3,1,5,4,2,5,0
3,CAR,1,10,SINGLEBACK,8.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,9.383333333333333,75,-14.0,0,1,1,2,2,5,4,3,4,0
3,CAR,1,10,EMPTY,4.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,7.983333333333333,61,-14.0,0,1,1,3,1,5,3,3,5,0
3,CAR,1,20,SHOTGUN,4.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,7.016666666666667,55,-14.0,0,1,1,3,1,5,3,3,5,0
3,CAR,2,20,EMPTY,5.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,6.916666666666667,55,-14.0,0,1,1,3,1,5,3,3,5,0
3,CAR,3,14,SHOTGUN,4.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,6.35,49,-14.0,0,1,1,3,1,5,3,3,5,0
3,ATL,1,10,I_FORM,7.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,CAR,4.033333333333333,60,14.0,1,1,2,2,1,5,3,4,4,0
3,ATL,2,9,EMPTY,5.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,CAR,2.6333333333333333,47,14.0,1,1,0,4,1,5,4,2,5,0
3,ATL,3,9,SHOTGUN,6.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,CAR,2.55,47,14.0,1,1,1,3,1,5,4,2,5,0
3,CAR,2,6,EMPTY,5.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,0.5,65,-14.0,0,1,1,3,1,5,3,3,5,0
3,CAR,3,6,EMPTY,4.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,0.43333333333333335,65,-14.0,0,1,1,3,1,5,2,2,7,0
4,CAR,1,10,SHOTGUN,5.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,15.0,58,-14.0,0,1,1,3,1,5,3,3,5,0
4,CAR,1,10,SHOTGUN,7.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,14.216666666666667,39,-14.0,0,1,1,3,1,5,3,3,5,0
4,CAR,1,10,SHOTGUN,6.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,13.05,17,-14.0,0,1,1,3,1,5,3,3,5,0
4,CAR,2,10,SHOTGUN,6.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,12.966666666666667,17,-14.0,0,1,1,3,1,5,3,3,5,0
4,CAR,3,4,SHOTGUN,5.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,12.183333333333334,11,-14.0,0,1,1,3,1,5,3,3,5,0
4,CAR,1,3,SHOTGUN,8.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,11.45,3,-14.0,0,1,1,3,1,5,3,3,5,0
4,ATL,1,5,I_FORM,8.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,CAR,11.3,70,7.0,1,1,2,2,1,5,3,4,4,0
4,ATL,2,5,SINGLEBACK,8.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,CAR,10.116666666666667,53,7.0,1,1,1,1,3,5,3,4,4,0
4,ATL,1,10,I_FORM,8.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,CAR,9.383333333333333,23,7.0,1,1,2,2,1,5,4,3,4,0
4,CAR,1,10,SHOTGUN,7.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,7.283333333333333,75,-14.0,0,1,1,3,1,5,4,2,5,0
4,CAR,2,10,SHOTGUN,7.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,7.216666666666667,75,-14.0,0,1,1,3,1,5,4,2,5,0
4,CAR,1,10,SHOTGUN,5.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,6.816666666666666,49,-14.0,0,1,1,3,1,5,3,3,5,0
4,CAR,1,10,SHOTGUN,6.0,2.0,Indoor,Turf,Indoor,68.0,0.0,5.0,pass,ATL,6.433333333333334,22,-14.0,0,1,1,3,1,5,4,2,5,0
